example_id,subset,pair_type,source_text,target_text,alternate_text,retrieval_t0,retrieval_t02,retrieval_t05,retrieval_t08,retrieval_t10,off_manifold_mean,detour_ratio,dual_detour_ratio
160,replace_relation,incongruent,A person holding a surfboard walking on a beach next to the ocean.,A person holding a surfboard sitting on a beach next to the ocean.,An individual with a surfboard is strolling along a ocean beach.,A person holding a surfboard walking on a beach next to the ocean.,A person holding a surfboard walking on a beach next to the ocean.,A person holding a surfboard sitting on a beach next to the ocean.,A person holding a surfboard sitting on a beach next to the ocean.,A person holding a surfboard sitting on a beach next to the ocean.,0.1291809456024315,1.0,1.0477838885685318
1345,replace_relation,congruent,A plate with two slices of pizza on it.,A couple of pizza slices are on the plate.,A plate with two slices of pizza next to it.,A plate with two slices of pizza on it.,A plate with two slices of pizza on it.,A couple of pizza slices are on the plate.,A couple of pizza slices are on the plate.,A couple of pizza slices are on the plate.,0.15429373730284984,1.0,1.0850428330631379
1345,replace_relation,incongruent,A plate with two slices of pizza on it.,A plate with two slices of pizza next to it.,A couple of pizza slices are on the plate.,A plate with two slices of pizza on it.,A plate with two slices of pizza on it.,A plate with two slices of pizza next to it.,A plate with two slices of pizza next to it.,A plate with two slices of pizza next to it.,0.10338361259744727,1.0,1.0209287818925221
1242,replace_relation,congruent,A vase of red flowers sits on a bathroom countertop.,The red flowers are placed in a vase on the countertop of a bathroom.,A vase of red flowers is next to a bathroom countertop.,A vase of red flowers sits on a bathroom countertop.,A vase of red flowers sits on a bathroom countertop.,A vase of red flowers sits on a bathroom countertop.,The red flowers are placed in a vase on the countertop of a bathroom.,The red flowers are placed in a vase on the countertop of a bathroom.,0.1080435470592565,1.0,1.0243896246700854
1242,replace_relation,incongruent,A vase of red flowers sits on a bathroom countertop.,A vase of red flowers is next to a bathroom countertop.,The red flowers are placed in a vase on the countertop of a bathroom.,A vase of red flowers sits on a bathroom countertop.,A vase of red flowers sits on a bathroom countertop.,A vase of red flowers is next to a bathroom countertop.,A vase of red flowers is next to a bathroom countertop.,A vase of red flowers is next to a bathroom countertop.,0.095184920825499,1.0,1.0152124675231913
1247,replace_relation,congruent,A person on a skateboard riding by food vendors.,A skateboard rider passes closeby the food vendors.,A person next to a skateboard is riding by food vendors.,A person on a skateboard riding by food vendors.,A person on a skateboard riding by food vendors.,A person on a skateboard riding by food vendors.,A skateboard rider passes closeby the food vendors.,A skateboard rider passes closeby the food vendors.,0.158830371010861,1.0,1.0960525645255643
1247,replace_relation,incongruent,A person on a skateboard riding by food vendors.,A person next to a skateboard is riding by food vendors.,A skateboard rider passes closeby the food vendors.,A person on a skateboard riding by food vendors.,A person on a skateboard riding by food vendors.,A person next to a skateboard is riding by food vendors.,A person next to a skateboard is riding by food vendors.,A person next to a skateboard is riding by food vendors.,0.1231687089748737,1.0,1.0406695479193215
1319,replace_relation,congruent,A group of young children playing soccer on a field.,Soccer is being played by a group of young children.,A group of young children sitting on a field.,A group of young children playing soccer on a field.,A group of young children playing soccer on a field.,A group of young children playing soccer on a field.,Soccer is being played by a group of young children.,Soccer is being played by a group of young children.,0.20875865672676658,1.0,1.1916943062620757
1319,replace_relation,incongruent,A group of young children playing soccer on a field.,A group of young children sitting on a field.,Soccer is being played by a group of young children.,A group of young children playing soccer on a field.,A group of young children playing soccer on a field.,A group of young children playing soccer on a field.,A group of young children sitting on a field.,A group of young children sitting on a field.,0.18394926818791732,1.0,1.1430789020166452
745,replace_relation,congruent,A large black bear with a long tongue hanging out of it's mouth.,A long tongue is hanging out of the mouth of a large black bear.,A large black bear without a long tongue hanging out of its mouth.,A large black bear with a long tongue hanging out of it's mouth.,A large black bear with a long tongue hanging out of it's mouth.,A large black bear with a long tongue hanging out of it's mouth.,A long tongue is hanging out of the mouth of a large black bear.,A long tongue is hanging out of the mouth of a large black bear.,0.1154311228327422,1.0,1.0314638031994494
745,replace_relation,incongruent,A large black bear with a long tongue hanging out of it's mouth.,A large black bear without a long tongue hanging out of its mouth.,A long tongue is hanging out of the mouth of a large black bear.,A large black bear with a long tongue hanging out of it's mouth.,A large black bear with a long tongue hanging out of it's mouth.,A large black bear with a long tongue hanging out of it's mouth.,A large black bear without a long tongue hanging out of its mouth.,A large black bear without a long tongue hanging out of its mouth.,0.15155153764632587,1.0,1.0803346067609725
1269,replace_relation,congruent,A street sign that reads Sparta sitting next to a tall building.,A tall building beside a street sign that reads Sparta.,A street sign that reads Sparta is far from a tall building.,A street sign that reads Sparta sitting next to a tall building.,A street sign that reads Sparta sitting next to a tall building.,A street sign that reads Sparta sitting next to a tall building.,A tall building beside a street sign that reads Sparta.,A tall building beside a street sign that reads Sparta.,0.12058016194339606,1.0,1.037401474971301
